,link post,date,post id,Cluster,entity,x,y,sentiment,content,sentiment_overall,sentiment_weight,likes,impressions,retweets,replies,clicks,quotes,id,popularity_score,controversiality_score
234,https://twitter.com/cnbcindonesia/status/1632267106241724417,2023-03-05,64043f096df8ed48186fcb83,0,rspp,-28.94386,-38.6182,"{'neutral': 0.998285710811615, 'positive': 0.0010822800686582923, 'negative': 0.0006319961394183338}",Direksi Pertamina Jenguk Korban Insiden Plumpang di RSPP https://t.co/gSXx9fSZTg,neutral,0.998285710811615,1,0,0,0,0,0,1632267106241724417,1,0
235,https://twitter.com/cnbcindonesia/status/1632265594010583041,2023-03-05,64043f096df8ed48186fcb85,6,jokowi,-20.790085,-46.485493,"{'neutral': 0.8631006479263306, 'negative': 0.13412317633628845, 'positive': 0.0027761461678892374}","Jokowi Minta Depo Plumpang Ditata Ulang, Erick Bilang Begini https://t.co/NUt29G4JBy",neutral,0.8631006479263306,0,0,0,0,0,0,1632265594010583041,0,0
236,https://twitter.com/cnbcindonesia/status/1632265594010583041,2023-03-05,64043f096df8ed48186fcb85,6,erick,-20.790085,-46.485493,"{'neutral': 0.8631006479263306, 'negative': 0.13412317633628845, 'positive': 0.0027761461678892374}","Jokowi Minta Depo Plumpang Ditata Ulang, Erick Bilang Begini https://t.co/NUt29G4JBy",neutral,0.8631006479263306,0,0,0,0,0,0,1632265594010583041,0,0
237,https://twitter.com/cnbcindonesia/status/1632250999132811265,2023-03-05,64043228b39e5242c7487248,0,pertamina,-38.66916,-60.777588,"{'neutral': 0.8157556056976318, 'positive': 0.1332036852836609, 'negative': 0.05104076862335205}","Bos Pertamina: Pasokan BBM Aman, Tak Perlu Panic Buying! https://t.co/Tftn5sndco",neutral,0.8157556056976318,0,357,0,0,0,0,1632250999132811265,0,0
238,https://twitter.com/cnbcindonesia/status/1632245948473659393,2023-03-05,64043228b39e5242c748724c,3,kci,-42.13022,9.880631,"{'neutral': 0.5401155352592468, 'negative': 0.45270872116088867, 'positive': 0.007175785955041647}",KCI Teriak: Impor KRL Bekas Jepang Sangat Urgent! https://t.co/pbd1gYBpgj,neutral,0.5401155352592468,3,406,1,0,11,0,1632245948473659393,4,0
239,https://twitter.com/cnbcindonesia/status/1632240912519557121,2023-03-05,640422ebfa111f56b95ee2cb,3,es,-32.410194,11.600321,"{'negative': 0.5831941962242126, 'neutral': 0.3085138499736786, 'positive': 0.10829192399978638}","Misterius! Esemka Kembali Muncul, Bikin Kaget Pasar Otomotif https://t.co/qDF9ql0enh",negative,0.5831941962242126,3,430,0,0,3,0,1632240912519557121,3,0
240,https://twitter.com/cnbcindonesia/status/1632235873461829632,2023-03-05,640422ebfa111f56b95ee2cd,6,bpjt,-51.983112,0.35487664,"{'negative': 0.9631220102310181, 'neutral': 0.03409693390130997, 'positive': 0.0027810169849544764}","Kata BPJT Soal Tarif Tol Cisumdawu Kemahalan, Mau Diturunin? https://t.co/ldBJAJNEKU",negative,0.963122010231018,1,381,0,0,3,0,1632235873461829632,1,0
241,https://twitter.com/cnbcindonesia/status/1632235873461829632,2023-03-05,640422ebfa111f56b95ee2cd,6,ldbjaj,-51.983112,0.35487664,"{'negative': 0.9631220102310181, 'neutral': 0.03409693390130997, 'positive': 0.0027810169849544764}","Kata BPJT Soal Tarif Tol Cisumdawu Kemahalan, Mau Diturunin? https://t.co/ldBJAJNEKU",negative,0.963122010231018,1,381,0,0,3,0,1632235873461829632,1,0
242,https://twitter.com/cnbcindonesia/status/1632220501568282625,2023-03-05,640415c85252df6d9e63c1ba,1,bos,-3.829216,19.60207,"{'neutral': 0.9936466217041016, 'positive': 0.004800092428922653, 'negative': 0.001553312293253839}",Bos Bakrie &amp; Brothers Beberkan Pemicu Kinerja Moncer di 2022 https://t.co/a2Gn2wFTHx,neutral,0.9936466217041016,1,569,0,1,7,0,1632220501568282625,1,1
243,https://twitter.com/cnbcindonesia/status/1632215717666779137,2023-03-05,640415c85252df6d9e63c1be,6,jokowi,-11.799741,-15.047699,"{'negative': 0.9975087642669678, 'neutral': 0.0012742613907903433, 'positive': 0.0012169197434559464}",Tegas! Jokowi ke Pejabat Pamer Harta: Sangat Tidak Pantas https://t.co/walhO50NyG,negative,0.9975087642669678,2,697,1,1,2,0,1632215717666779137,3,1
244,https://twitter.com/cnbcindonesia/status/1632200602972291074,2023-03-05,6403f9aa43aef8783448db33,5,susi pudjiastuti,-39.531013,-11.803505,"{'neutral': 0.5158693790435791, 'negative': 0.4795510470867157, 'positive': 0.004579559899866581}",Susi Pudjiastuti Blak-blakan Soal Nasib Susi Air di Papua https://t.co/UHFdBgvSYX,neutral,0.5158693790435791,3,533,0,0,8,0,1632200602972291074,3,0
245,https://twitter.com/cnbcindonesia/status/1632200602972291074,2023-03-05,6403f9aa43aef8783448db33,5,susi,-39.531013,-11.803505,"{'neutral': 0.5158693790435791, 'negative': 0.4795510470867157, 'positive': 0.004579559899866581}",Susi Pudjiastuti Blak-blakan Soal Nasib Susi Air di Papua https://t.co/UHFdBgvSYX,neutral,0.5158693790435791,3,533,0,0,8,0,1632200602972291074,3,0
246,https://twitter.com/cnbcindonesia/status/1632195563859918849,2023-03-05,6403f9aa43aef8783448db35,3,kemenhub,-46.03045,9.73949,"{'neutral': 0.982424795627594, 'negative': 0.0166532751172781, 'positive': 0.0009218720369972289}",Sengkarut Kemenhub Vs Kemenperin di Impor KRL Bekas Jepang https://t.co/ihkjoHeMe6,neutral,0.982424795627594,3,533,1,0,8,0,1632195563859918849,4,0
247,https://twitter.com/cnbcindonesia/status/1632195563859918849,2023-03-05,6403f9aa43aef8783448db35,3,kemenperin,-46.03045,9.73949,"{'neutral': 0.982424795627594, 'negative': 0.0166532751172781, 'positive': 0.0009218720369972289}",Sengkarut Kemenhub Vs Kemenperin di Impor KRL Bekas Jepang https://t.co/ihkjoHeMe6,neutral,0.982424795627594,3,533,1,0,8,0,1632195563859918849,4,0
248,https://twitter.com/cnbcindonesia/status/1632190523468333056,2023-03-05,6403f9aa43aef8783448db37,6,pemerintah,0.38836038,-5.972221,"{'negative': 0.9829304814338684, 'positive': 0.008566525764763355, 'neutral': 0.00850303377956152}","Sah! Pemerintah Ambil Alih Hotel Sultan, Begini Ceritanya https://t.co/YG02VW3KBS",negative,0.9829304814338684,7,697,3,0,29,0,1632190523468333056,10,0
249,https://twitter.com/cnbcindonesia/status/1632177926794780673,2023-03-05,6403eaaaed747b59564511d5,6,pns,-13.801136,-25.246515,"{'neutral': 0.8884533047676086, 'negative': 0.10768364369869232, 'positive': 0.0038630482740700245}","Tenaga Honorer Ada Kabar Baik, Diangkat PNS &amp; P3K di 2024? https://t.co/MM9HH2Ndmd",neutral,0.8884533047676086,1,664,0,1,15,0,1632177926794780673,1,1
250,https://twitter.com/cnbcindonesia/status/1632177926794780673,2023-03-05,6403eaaaed747b59564511d5,6,p3,-13.801136,-25.246515,"{'neutral': 0.8884533047676086, 'negative': 0.10768364369869232, 'positive': 0.0038630482740700245}","Tenaga Honorer Ada Kabar Baik, Diangkat PNS &amp; P3K di 2024? https://t.co/MM9HH2Ndmd",neutral,0.8884533047676086,1,664,0,1,15,0,1632177926794780673,1,1
251,https://twitter.com/cnbcindonesia/status/1632174146581831682,2023-03-05,6403eaaaed747b59564511d7,5,ri,-25.419022,4.7537456,"{'negative': 0.5130520462989807, 'neutral': 0.4008176624774933, 'positive': 0.08613032102584839}","Bukan Menakuti, RI Dihantam Cuaca Ekstrem, Catat Waktunya! https://t.co/ARfnLASjgA",negative,0.5130520462989807,2,759,0,0,44,0,1632174146581831682,2,0
252,https://twitter.com/cnbcindonesia/status/1632174146581831682,2023-03-05,6403eaaaed747b59564511d7,5,ar,-25.419022,4.7537456,"{'negative': 0.5130520462989807, 'neutral': 0.4008176624774933, 'positive': 0.08613032102584839}","Bukan Menakuti, RI Dihantam Cuaca Ekstrem, Catat Waktunya! https://t.co/ARfnLASjgA",negative,0.5130520462989807,2,759,0,0,44,0,1632174146581831682,2,0
253,https://twitter.com/cnbcindonesia/status/1632036953469116416,2023-03-04,64036d3430311318421db046,1,sm entertainment,26.84347,-50.270153,"{'neutral': 0.9466851353645325, 'negative': 0.04337353631854057, 'positive': 0.009941410273313522}","Bikin Heboh, Ini Babak Baru 'Rebutan' Saham SM Entertainment https://t.co/ObfBgoWM2x",neutral,0.9466851353645324,1,715,1,0,13,0,1632036953469116416,2,0
254,https://twitter.com/cnbcindonesia/status/1632034430641491969,2023-03-04,64036d3430311318421db048,4,sima,7.8142686,53.46686,"{'neutral': 0.6537997722625732, 'positive': 0.30544546246528625, 'negative': 0.0407547801733017}","Simak, 6 Kebiasaan Sederhana Ini Bisa Cegah Diabetes https://t.co/O3p8MqJKko",neutral,0.6537997722625732,1,774,0,0,21,0,1632034430641491969,1,0
255,https://twitter.com/cnbcindonesia/status/1632029125383692288,2023-03-04,64035e0f089b3937b63e116c,0,wapres,-29.333931,-35.66482,"{'neutral': 0.9988571405410767, 'negative': 0.0005818865611217916, 'positive': 0.0005609418731182814}",Wapres Serahkan Bantuan Pertamina ke Pengungsi di Plumpang https://t.co/DEhLngfB0O,neutral,0.9988571405410768,0,665,0,0,5,0,1632029125383692288,0,0
256,https://twitter.com/cnbcindonesia/status/1632029125383692288,2023-03-04,64035e0f089b3937b63e116c,0,pertamina,-29.333931,-35.66482,"{'neutral': 0.9988571405410767, 'negative': 0.0005818865611217916, 'positive': 0.0005609418731182814}",Wapres Serahkan Bantuan Pertamina ke Pengungsi di Plumpang https://t.co/DEhLngfB0O,neutral,0.9988571405410768,0,665,0,0,5,0,1632029125383692288,0,0
257,https://twitter.com/cnbcindonesia/status/1632022830970798080,2023-03-04,64035e10089b3937b63e1172,2,wto,58.98994,-12.724361,"{'negative': 0.9904490113258362, 'neutral': 0.006951592862606049, 'positive': 0.0025994344614446163}",Tak Terduga! WTO Kalahkan RI dari Uni Eropa Gara-gara Ini https://t.co/GH0fIw3lOJ,negative,0.9904490113258362,0,683,0,0,23,0,1632022830970798080,0,0
258,https://twitter.com/cnbcindonesia/status/1632022830970798080,2023-03-04,64035e10089b3937b63e1172,2,uni eropa,58.98994,-12.724361,"{'negative': 0.9904490113258362, 'neutral': 0.006951592862606049, 'positive': 0.0025994344614446163}",Tak Terduga! WTO Kalahkan RI dari Uni Eropa Gara-gara Ini https://t.co/GH0fIw3lOJ,negative,0.9904490113258362,0,683,0,0,23,0,1632022830970798080,0,0
259,https://twitter.com/cnbcindonesia/status/1632021319230390272,2023-03-04,64035e10089b3937b63e1174,0,plum,-22.606878,-45.564938,"{'neutral': 0.6198431849479675, 'negative': 0.33997616171836853, 'positive': 0.04018068313598633}","Tinjau Depo Plumpang, Kapolri dan Pertamina Lakukan Hal Ini https://t.co/V0Bnkijlg5",neutral,0.6198431849479675,0,661,0,0,2,0,1632021319230390272,0,0
260,https://twitter.com/cnbcindonesia/status/1632021319230390272,2023-03-04,64035e10089b3937b63e1174,0,kapolri,-22.606878,-45.564938,"{'neutral': 0.6198431849479675, 'negative': 0.33997616171836853, 'positive': 0.04018068313598633}","Tinjau Depo Plumpang, Kapolri dan Pertamina Lakukan Hal Ini https://t.co/V0Bnkijlg5",neutral,0.6198431849479675,0,661,0,0,2,0,1632021319230390272,0,0
261,https://twitter.com/cnbcindonesia/status/1632021319230390272,2023-03-04,64035e10089b3937b63e1174,0,pertamina,-22.606878,-45.564938,"{'neutral': 0.6198431849479675, 'negative': 0.33997616171836853, 'positive': 0.04018068313598633}","Tinjau Depo Plumpang, Kapolri dan Pertamina Lakukan Hal Ini https://t.co/V0Bnkijlg5",neutral,0.6198431849479675,0,661,0,0,2,0,1632021319230390272,0,0
262,https://twitter.com/cnbcindonesia/status/1632019556964134913,2023-03-04,6403511ac46df716203e101d,6,rafael alun,20.68799,28.902533,"{'negative': 0.9615539312362671, 'neutral': 0.03374141454696655, 'positive': 0.0047046346589922905}","Kecewa Gegara Rafael Alun, Jokowi Peringatkan Menteri-Polri https://t.co/WggHTFcrwD",negative,0.9615539312362672,0,802,3,0,11,0,1632019556964134913,3,0
263,https://twitter.com/cnbcindonesia/status/1632019556964134913,2023-03-04,6403511ac46df716203e101d,6,jokowi,20.68799,28.902533,"{'negative': 0.9615539312362671, 'neutral': 0.03374141454696655, 'positive': 0.0047046346589922905}","Kecewa Gegara Rafael Alun, Jokowi Peringatkan Menteri-Polri https://t.co/WggHTFcrwD",negative,0.9615539312362672,0,802,3,0,11,0,1632019556964134913,3,0
264,https://twitter.com/cnbcindonesia/status/1632012001915416583,2023-03-04,6403511ac46df716203e1021,4,ast,-31.087608,20.769464,"{'negative': 0.9988995790481567, 'neutral': 0.0007185425492934883, 'positive': 0.00038184155710041523}",Astaga! Perusahaan Ini Palsukan Sampel Uji Obat Batuk Beracun https://t.co/3VU5fZhDNO,negative,0.9988995790481568,0,564,0,0,4,0,1632012001915416583,0,0
265,https://twitter.com/cnbcindonesia/status/1632006961133768706,2023-03-04,6403511ac46df716203e1023,6,jokowi,-9.011888,0.34787896,"{'neutral': 0.9170414209365845, 'negative': 0.07443664968013763, 'positive': 0.00852197129279375}","Jokowi Udah Jamin, Begini Fakta Terbaru Proyek IKN https://t.co/lmreMEqqfW",neutral,0.9170414209365844,0,600,0,0,8,0,1632006961133768706,0,0
266,https://twitter.com/cnbcindonesia/status/1632006961133768706,2023-03-04,6403511ac46df716203e1023,6,jami,-9.011888,0.34787896,"{'neutral': 0.9170414209365845, 'negative': 0.07443664968013763, 'positive': 0.00852197129279375}","Jokowi Udah Jamin, Begini Fakta Terbaru Proyek IKN https://t.co/lmreMEqqfW",neutral,0.9170414209365844,0,600,0,0,8,0,1632006961133768706,0,0
267,https://twitter.com/cnbcindonesia/status/1632004426851405824,2023-03-04,6403511ac46df716203e1025,3,luh,-59.901455,24.60865,"{'negative': 0.994509756565094, 'neutral': 0.0029605310410261154, 'positive': 0.0025297384709119797}",Loh! Tiba-tiba Luhut Sebut Kendaraan Listrik Bukan Disubsidi https://t.co/P7XW7cirl5,negative,0.994509756565094,0,661,0,0,17,0,1632004426851405824,0,0
268,https://twitter.com/cnbcindonesia/status/1632000645765931008,2023-03-04,640341eab9c2365521271dcb,3,ik,-4.9173155,5.029504,"{'neutral': 0.960197389125824, 'positive': 0.021993886679410934, 'negative': 0.017808670178055763}","Dekat IKN, RI Punya 5 Megaproyek Masa Depan Rp2.000 Triliun https://t.co/aYKNj1OIwD",neutral,0.960197389125824,1,605,0,0,6,0,1632000645765931008,1,0
269,https://twitter.com/cnbcindonesia/status/1632000645765931008,2023-03-04,640341eab9c2365521271dcb,3,ri,-4.9173155,5.029504,"{'neutral': 0.960197389125824, 'positive': 0.021993886679410934, 'negative': 0.017808670178055763}","Dekat IKN, RI Punya 5 Megaproyek Masa Depan Rp2.000 Triliun https://t.co/aYKNj1OIwD",neutral,0.960197389125824,1,605,0,0,6,0,1632000645765931008,1,0
270,https://twitter.com/cnbcindonesia/status/1631996868761726977,2023-03-04,640341eab9c2365521271dcd,6,mahfud,12.828919,24.70365,"{'neutral': 0.9362437129020691, 'negative': 0.05573242902755737, 'positive': 0.00802395585924387}",Kronologi Mahfud Sebut PN Jakpus Bikin Sensasi Berlebihan https://t.co/qGlknyWcMN,neutral,0.9362437129020692,0,530,0,0,4,0,1631996868761726977,0,0
271,https://twitter.com/cnbcindonesia/status/1631996868761726977,2023-03-04,640341eab9c2365521271dcd,6,pn jakpus,12.828919,24.70365,"{'neutral': 0.9362437129020691, 'negative': 0.05573242902755737, 'positive': 0.00802395585924387}",Kronologi Mahfud Sebut PN Jakpus Bikin Sensasi Berlebihan https://t.co/qGlknyWcMN,neutral,0.9362437129020692,0,530,0,0,4,0,1631996868761726977,0,0
272,https://twitter.com/cnbcindonesia/status/1631993594637692928,2023-03-04,640341eab9c2365521271dcf,1,ojk,24.941412,1.6356858,"{'negative': 0.8882708549499512, 'neutral': 0.11017609387636185, 'positive': 0.0015530332457274199}","Alarm Ngeri Potensi Kredit Macet 25 Pinjol, OJK Turun Tangan https://t.co/120G6u6AJB",negative,0.8882708549499512,1,650,0,0,9,0,1631993594637692928,1,0
273,https://twitter.com/cnbcindonesia/status/1631985535970422784,2023-03-04,640334f2ea53ae63f95b8e02,5,ikn,-6.3980937,0.76971424,"{'negative': 0.46071162819862366, 'neutral': 0.42117977142333984, 'positive': 0.11810854077339172}","Bukan Cuma Cerita, Ini Penampakan Terbaru Rumah Pekerja IKN https://t.co/2rqscvlpxj",negative,0.4607116281986236,4,597,1,0,4,0,1631985535970422784,5,0
274,https://twitter.com/cnbcindonesia/status/1631977981529694209,2023-03-04,640334f2ea53ae63f95b8e08,5,bmkg,-29.820827,-3.4515312,"{'neutral': 0.9875548481941223, 'negative': 0.009067387320101261, 'positive': 0.003377797780558467}","BMKG Beri Peringatan, Gempa Seperti di Turki Bisa Guncang RI https://t.co/hkE1N27HXz",neutral,0.9875548481941224,0,0,2,0,0,0,1631977981529694209,2,0
275,https://twitter.com/cnbcindonesia/status/1631977981529694209,2023-03-04,640334f2ea53ae63f95b8e08,5,ri,-29.820827,-3.4515312,"{'neutral': 0.9875548481941223, 'negative': 0.009067387320101261, 'positive': 0.003377797780558467}","BMKG Beri Peringatan, Gempa Seperti di Turki Bisa Guncang RI https://t.co/hkE1N27HXz",neutral,0.9875548481941224,0,0,2,0,0,0,1631977981529694209,2,0
276,https://twitter.com/cnbcindonesia/status/1631974204613558274,2023-03-04,640334f2ea53ae63f95b8e0a,3,luhut,54.44493,34.02935,"{'negative': 0.9097787141799927, 'neutral': 0.05443938449025154, 'positive': 0.035781946033239365}","Pahit! Tesla Malah Buka Kantor di Malaysia, Ini Respons Luhut https://t.co/ocEfyvWDl4",negative,0.9097787141799928,37,0,12,0,0,0,1631974204613558274,49,0
277,https://twitter.com/cnbcindonesia/status/1631966648079904768,2023-03-04,640325cdb9c2365521271cd8,6,jokowi,-8.728321,0.34212375,"{'negative': 0.5022880434989929, 'neutral': 0.4661291539669037, 'positive': 0.0315827950835228}","Pembangunan IKN Diragukan, Jokowi Ungkap Fakta Terbaru https://t.co/zJu9Z67C5c",negative,0.5022880434989929,0,0,0,0,0,0,1631966648079904768,0,0
278,https://twitter.com/cnbcindonesia/status/1631961106817200128,2023-03-04,640325cdb9c2365521271cde,0,menteri bumn,-30.644257,-39.84446,"{'neutral': 0.997933030128479, 'negative': 0.0010506146354600787, 'positive': 0.0010164669947698712}",Video: Menteri BUMN Jenguk Korban Kebakaran Plumpang di RSPP https://t.co/slWwmnWU3R,neutral,0.997933030128479,0,0,0,0,0,0,1631961106817200128,0,0
279,https://twitter.com/cnbcindonesia/status/1631955314508431360,2023-03-04,640318b7311ebe3ced69c02a,3,men,-44.550438,8.434334,"{'neutral': 0.9514108896255493, 'negative': 0.04302715137600899, 'positive': 0.005561957601457834}","Heboh RI Mau Impor KRL Bekas Jepang, Ini Syarat Menperin https://t.co/dnHMAMYQMY",neutral,0.9514108896255492,1,0,0,0,0,0,1631955314508431360,1,0
280,https://twitter.com/cnbcindonesia/status/1631955314508431360,2023-03-04,640318b7311ebe3ced69c02a,3,dnhmamyq,-44.550438,8.434334,"{'neutral': 0.9514108896255493, 'negative': 0.04302715137600899, 'positive': 0.005561957601457834}","Heboh RI Mau Impor KRL Bekas Jepang, Ini Syarat Menperin https://t.co/dnHMAMYQMY",neutral,0.9514108896255492,1,0,0,0,0,0,1631955314508431360,1,0
281,https://twitter.com/cnbcindonesia/status/1631948513104756736,2023-03-04,640318b7311ebe3ced69c030,6,erick thohir,15.079879,-13.498529,"{'neutral': 0.9983698725700378, 'negative': 0.0008525135344825685, 'positive': 0.0007776271086186171}",Erick Thohir Bakal Tata Ulang Zonasi Objek Vital Nasional https://t.co/B3bIu8WWqz,neutral,0.9983698725700378,2,0,0,0,0,0,1631948513104756736,2,0
282,https://twitter.com/cnbcindonesia/status/1631943977069846528,2023-03-04,640318b7311ebe3ced69c036,0,pertamina,-29.1454,-38.438244,"{'neutral': 0.9988100528717041, 'positive': 0.0006317003280855715, 'negative': 0.000558345636818558}",Pertamina Siapkan RSPP untuk Rawat Korban Insiden Plumpang https://t.co/I1NAxczYTB,neutral,0.998810052871704,1,0,0,0,0,0,1631943977069846528,1,0
283,https://twitter.com/cnbcindonesia/status/1631940200078139393,2023-03-04,640309ad9be69271c00baa44,2,wishttzd,61.087284,6.1086707,"{'neutral': 0.8768399953842163, 'negative': 0.1121390163898468, 'positive': 0.011020930483937263}","Kapal Perang Iran Merapat ke Brasil, Perang Dunia 3 Mendekat? https://t.co/WiSHTtzdVW",neutral,0.8768399953842163,0,0,0,0,0,0,1631940200078139393,0,0
284,https://twitter.com/cnbcindonesia/status/1631936420301373441,2023-03-04,640309ad9be69271c00baa48,0,jk,-29.520302,-45.97383,"{'neutral': 0.9968453049659729, 'negative': 0.0025784061290323734, 'positive': 0.0005761762149631977}",JK Tinjau Pengungsi Korban Kebakaran Depo BBM Plumpang https://t.co/IopVLeV5Do,neutral,0.9968453049659728,0,0,0,0,0,0,1631936420301373441,0,0
285,https://twitter.com/cnbcindonesia/status/1631934908548501508,2023-03-04,640309ad9be69271c00baa4a,1,the fed,40.98706,-8.589104,"{'neutral': 0.9935466647148132, 'negative': 0.00339436624199152, 'positive': 0.0030589497182518244}",The Fed dan Inflasi RI Bikin IHSG Turun 2 Pekan Beruntun https://t.co/QCqsGNnJ95,neutral,0.9935466647148132,0,0,1,0,0,0,1631934908548501508,1,0
286,https://twitter.com/cnbcindonesia/status/1631934908548501508,2023-03-04,640309ad9be69271c00baa4a,1,inflasi ri,40.98706,-8.589104,"{'neutral': 0.9935466647148132, 'negative': 0.00339436624199152, 'positive': 0.0030589497182518244}",The Fed dan Inflasi RI Bikin IHSG Turun 2 Pekan Beruntun https://t.co/QCqsGNnJ95,neutral,0.9935466647148132,0,0,1,0,0,0,1631934908548501508,1,0
287,https://twitter.com/cnbcindonesia/status/1631933395625287681,2023-03-04,640309ad9be69271c00baa4c,5,nct dream,14.923968,31.60205,"{'neutral': 0.9302867650985718, 'negative': 0.05617709085345268, 'positive': 0.013536056503653526}","NCT Dream Konser 3 Hari di Indonesia, Siap-siap Macet di Sini https://t.co/lqkguSatR9",neutral,0.9302867650985718,2,0,0,0,0,0,1631933395625287681,2,0
288,https://twitter.com/cnbcindonesia/status/1631931878352535552,2023-03-04,640309ad9be69271c00baa4e,1,bapa,17.307291,-34.310444,"{'negative': 0.5090689659118652, 'neutral': 0.27758148312568665, 'positive': 0.21334955096244812}","Petani Mengeluh Harga Gabah Anjlok, Bapanas: Petani Tak Rugi! https://t.co/uGH300FbYz",negative,0.5090689659118652,1,0,0,0,0,0,1631931878352535552,1,0
289,https://twitter.com/cnbcindonesia/status/1631928841445728256,2023-03-04,6402fc98311ebe3ced69bf28,2,putin,61.029556,0.05593944,"{'negative': 0.9988219141960144, 'neutral': 0.0007601433899253607, 'positive': 0.00041789907845668495}",Putin Murka Kisah Asmara Rahasianya Bocor ke Publik https://t.co/MOLsiNTuUe,negative,0.9988219141960144,2,0,0,0,0,0,1631928841445728256,2,0
290,https://twitter.com/cnbcindonesia/status/1631923019198128130,2023-03-04,6402fc99311ebe3ced69bf2c,6,mahfud,14.726308,18.338594,"{'neutral': 0.5737467408180237, 'negative': 0.3271016776561737, 'positive': 0.09915151447057724}","Babak Akhir Kasus Korupsi Terbesar di RI, Mahfud Angkat Topi https://t.co/Jp4Ec8Tpeh",neutral,0.5737467408180237,0,0,0,0,0,0,1631923019198128130,0,0
291,https://twitter.com/cnbcindonesia/status/1631917198078799872,2023-03-04,6402fc99311ebe3ced69bf34,1,bca,21.799349,0.012667163,"{'neutral': 0.8400833010673523, 'negative': 0.15016333758831024, 'positive': 0.009753410704433918}","Bos BCA Ajak Bank Tak Buru-buru Naikkan Bunga Kredit, Kenapa? https://t.co/6OmZCHhx7B",neutral,0.8400833010673523,1,0,0,0,0,0,1631917198078799872,1,0
292,https://twitter.com/cnbcindonesia/status/1631917198078799872,2023-03-04,6402fc99311ebe3ced69bf34,1,bank,21.799349,0.012667163,"{'neutral': 0.8400833010673523, 'negative': 0.15016333758831024, 'positive': 0.009753410704433918}","Bos BCA Ajak Bank Tak Buru-buru Naikkan Bunga Kredit, Kenapa? https://t.co/6OmZCHhx7B",neutral,0.8400833010673523,1,0,0,0,0,0,1631917198078799872,1,0
293,https://twitter.com/cnbcindonesia/status/1631914159066476545,2023-03-04,6402fc99311ebe3ced69bf38,0,pmi jakut,-29.091515,-45.265774,"{'neutral': 0.9979008436203003, 'negative': 0.0011648314539343119, 'positive': 0.0009342820267193019}",PMI Jakut Tampung Pengungsi Korban Kebakaran Depo Plumpang https://t.co/lupsGmlryT,neutral,0.9979008436203004,1,0,1,0,0,0,1631914159066476545,2,0
294,https://twitter.com/cnbcindonesia/status/1631909606929707009,2023-03-04,6402ed8aefcb5e052d64ac4c,3,wik,-10.252623,8.907882,"{'neutral': 0.996777355670929, 'positive': 0.0024238601326942444, 'negative': 0.0007987076533026993}",WIKA Pamerkan Karya Infrastruktur di 7 Universitas https://t.co/3ktwHlh7jT,neutral,0.996777355670929,0,0,1,0,0,0,1631909606929707009,1,0
295,https://twitter.com/cnbcindonesia/status/1631898728176009216,2023-03-04,6402e0ad88ca3576e172fef6,0,jokowi,-31.831156,-45.15672,"{'neutral': 0.9817215204238892, 'negative': 0.015646453946828842, 'positive': 0.00263205892406404}",Jokowi Beri Arahan Khusus Terkait Kebakaran Depo BBM Plumpang https://t.co/BuKvmCyeDw,neutral,0.9817215204238892,0,149,1,0,4,0,1631898728176009216,1,0
296,https://twitter.com/cnbcindonesia/status/1631887081625600001,2023-03-04,6402e0ad88ca3576e172ff00,5,nong po,39.185963,16.239079,"{'neutral': 0.9972463846206665, 'positive': 0.0017019757069647312, 'negative': 0.0010515851899981499}",Pernikahan Transgender Nong Poy dengan Crazy Rich Thailand https://t.co/LCfIJm51fU,neutral,0.9972463846206664,8,364,1,0,1,0,1631887081625600001,9,0
297,https://twitter.com/cnbcindonesia/status/1631887081625600001,2023-03-04,6402e0ad88ca3576e172ff00,5,crazy rich,39.185963,16.239079,"{'neutral': 0.9972463846206665, 'positive': 0.0017019757069647312, 'negative': 0.0010515851899981499}",Pernikahan Transgender Nong Poy dengan Crazy Rich Thailand https://t.co/LCfIJm51fU,neutral,0.9972463846206664,8,364,1,0,1,0,1631887081625600001,9,0
298,https://twitter.com/cnbcindonesia/status/1631884050225922049,2023-03-04,6402e0ae88ca3576e172ff04,3,pupuk indonesia,-14.309796,18.517452,"{'neutral': 0.9858524799346924, 'positive': 0.01175462082028389, 'negative': 0.002392928348854184}",Pupuk Indonesia Ajak UMKM Binaan Unjuk Gigi di INACRAFT 2023 https://t.co/dolzfsVYqS,neutral,0.9858524799346924,2,254,0,0,1,0,1631884050225922049,2,0
299,https://twitter.com/cnbcindonesia/status/1631884050225922049,2023-03-04,6402e0ae88ca3576e172ff04,3,dol,-14.309796,18.517452,"{'neutral': 0.9858524799346924, 'positive': 0.01175462082028389, 'negative': 0.002392928348854184}",Pupuk Indonesia Ajak UMKM Binaan Unjuk Gigi di INACRAFT 2023 https://t.co/dolzfsVYqS,neutral,0.9858524799346924,2,254,0,0,1,0,1631884050225922049,2,0
300,https://twitter.com/cnbcindonesia/status/1631880767147057155,2023-03-04,6402d16d311ebe3ced69bef5,0,pertamina,-28.858423,-35.428104,"{'neutral': 0.9982956051826477, 'positive': 0.0010392169933766127, 'negative': 0.0006652704905718565}",Pertamina Gerak Cepat Salurkan Bantuan ke Warga Plumpang https://t.co/TiYOlmB7M7,neutral,0.9982956051826476,1,416,0,0,4,0,1631880767147057155,1,0
