date,post id,content/type,text,link post,likes,comments,shares,saved,impressions,reach,video_views,plays,replies,interactions,engagement_rate
2023-03-04,64035225fc62c61fcc70b264,photo,"Indeks Harga Saham Gabungan (IHSG) melemah 0,63% sepanjang pekan ini. Beberapa saham mengalami penurunan nyaris 30%, tetapi tiga top gainers pekan ini mampu melesat lebih dari 50%.

--",https://www.instagram.com/p/CpXp2Gigi6J/,330,4,0,8,28604,28204,0,0,0,342,1.21
2023-03-04,6403367e2d3fca52e73ba8db,carousel,"Rupiah melemah 0,49% melawan dolar Amerika Serikat (AS) sepanjang pekan ini ke Rp 15.295/US$. Sebelumnya rupiah bahkan sempat menyetuh Rp 15.320/US$, yang menjadi level terlemah sejak pertengahan Januari.

Indeks Harga Saham Gabungan (IHSG) mencatat pelemahan 0,63% sepanjang pekan ini ke 6.813,636. Dalam lima hari perdagangan IHSG hanya menguat dua kali saja, meski demikian pergerakannya juga sempit di rentang 6.810 - 6.890.

--",https://www.instagram.com/p/CpXcERuvDBi/,237,2,0,4,14698,12147,0,0,0,243,2.0
2023-03-04,640327fc6ba8c7098d73f608,carousel,"Masih dalam kegiatan Puncak HUT PT PII ke 13 yang bertajuk INFINITY (Innovative Financing in Unity), PT PII memberikan apresiasi kepada para stakeholders yang selama ini telah mendukung ekosistem Innovative Financing yaitu pada kategori Penanggung Jawab Proyek Kerja Sama (PJPK), Badan Usaha Pelaksana (BUP), Perbankan, dan Institusi Pendidikan.

Diharapkan dengan adanya apresiasi ini, dapat semakin meningkatkan sinergi antar stakeholders dalam mendukung ekosistem Innovative Financing dan dapat memberikan motivasi untuk stakeholders potensial lainnya untuk dapat mendukung percepatan pembangunan untuk Indonesia Maju. ✨

#INFINITY #innovativefinancinginunity",https://www.instagram.com/p/CpXVdEBPpSh/,121,0,0,1,12135,9704,0,0,0,122,1.26
2023-03-04,64030be42cf13e0c42422efb,photo,"Akun Instagram @moscow_cabang_bali mengaku sudah menerima lebih dari 100 pengaduan tentang turis asing yang bekerja secara ilegal di Bali.

Admin akun anonim dengan jumlah pengikut (followers) kurang lebih 13.100 ribu ini mengaku bahwa pada awalnya ia hanya iseng menerima laporan masyarakat.

""Sejak hari pertama akun ini dibuat, sudah banyak sekali laporan [yang masuk]. Awalnya iseng-iseng karena kami sering mendapatkan iklan berbahasa Rusia. Akhirnya, saya memutuskan [untuk] mendokumentasikan secara sarkas,"" ungkap admin @moscow_cabang_bali kepada Detik Travel, dikutip Jumat (3/3/2023).

Dia menuturkan, rata-rata laporan yang masuk ke akunnya berupa bukti iklan usaha yang dibuat WNA di Instagram. 

Mereka melaporkan hal tersebut lewat pesan langsung di Instagram. Ada juga bukti warga lokal yang namanya dipinjam oleh WNA untuk dijadikan persyaratan membuka usaha di Bali.

Bukti-bukti itulah yang kemudian diunggah di akun @moscow_cabang_bali.

""Mereka (warganet) mengeluhkan ada bule di lapangan kerja mereka. Paling banyak di bidang fotografi, tato, hingga rental motor,"" ujarnya.

Tokoh Bali, Niluh Djelantik sebelumnya cukup rutin merespons temuan netizen yang mengeluh adanya turis asing yang bekerja secara ilegal di Pulau Dewata. 

Akun @moscow_cabang_bali yang setuju dengan Niluh berharap pemerintah segera bertindak tegas kepada WNA yang menyalahi aturan dan izin tinggal menggunakan visa liburan untuk bekerja di Bali.

Dia juga mendesak pemerintah bersikap tegas memberikan sanksi seperti deportasi hingga blacklist permanen kepada turis asing yang bekerja secara ilegal di Bali.

Baca berita selengkapnya berjudul 'Ratusan Turis Dilaporkan Kerja Ilegal di Bali, Ini Buktinya' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/CpXHcxlMUIA/,3946,186,0,166,163931,156263,0,0,0,4298,2.75
2023-03-04,6402fe10c211376823268bcd,carousel,"Usai pemadaman di Terminal BBM Plumpang, Jakarta, pada Jumat (3/3/2023), Pertamina fokus memberikan penanganan terbaik bagi korban dan warga terdampak. 

Bantuan mulai disalurkan ke posko-posko tanggap darurat, berupa makanan, air mineral dan alas tidur. Pertamina menyampaikan komitmennya untuk bertanggungjawab penuh, termasuk atas biaya pengobatan korban.

📷: Relawan Pertamina Peduli membantu para pengungsi di tenda dapur umum Pertamina Peduli di di RPTRA Rasele, Rawa Badak, Koja, Jakarta Pada Sabtu (4/3/2023).",https://www.instagram.com/p/CpXBAj0LYJG/,430,11,0,9,24463,21291,0,0,0,450,2.11
2023-03-04,6402d3912cf13e0c42422e02,carousel,"Manjain boleh, tapi secukupnya!

Michele Borba, seorang educational psychologist dan ahli parenting menyebutkan bahwa memanjakan anak terus-menerus dapat merugikan mereka di masa depan. 

Ternyata kalau terlalu sering memanjakan anak dan melindungi mereka dari pengalaman menantang dapat membentuk kepribadian yang egois. 

Nggak mau kan punya anak egois?

#parenting",https://www.instagram.com/p/CpWsEVYNzyp/,1477,20,0,456,83547,74363,0,0,0,1953,2.63
2023-03-04,6402a95b199a732d6f77b5d5,photo,"Beberapa waktu lalu, Gubernur Nusa Tenggara Timur (NTT), Viktor Laiskodat menginstruksikan agar jam masuk peserta didik setingkat Sekolah Menengah Atas (SMA) dimajukan menjadi pukul 05.00 WITA.

Jam masuk tersebut terlalu pagi, terlebih bila mengingat siswa SMA yang sulit untuk tidur lebih awal karena harus mengerjakan pekerjaan rumah (PR) dari sekolah.

Bahkan, tidak sedikit yang membandingkan jam masuk tersebut dengan negara lain, seperti Singapura, Finlandia, Australia, hingga China. Diketahui, rata-rata sekolah di Indonesia memulai waktu sekolah sejak pukul 07.00.

1. Singapura
Singapura memulai waktu sekolahnya sejak pukul 08.30 sampai pukul 16.30

2. Malaysia
Menetapkan jam masuk sekolah sejak pukul 07.30 sampai pukul 13.00.

3. Filipina
Memulai sekolah sejak pukul 07.30 pagi, durasi belajar para siswa Filipina lebih lama, yakni hingga pukul 16.00 atau 17.00.

4. Vietnam
Terbagi atas dua shift karena jumlah kelas yang terbatas, yakni 07.00 hingga 11.00 dan 13.00 hingga 17.00.

5. Finlandia
Negara dengan sistem pendidikan terbaik di dunia ini memiliki jam masuk sekolah yakni 09.00 hingga 09.45

6. Australia
Senin sampai Jumat dengan jam masuk pukul 08.30 hingga pukul 15.30.

7. Italia
Berlangsung sejak pukul 08.00 hingga 13.30

8. China
Di Shanghai, para siswa memulai sekolah sejak pukul 08.00 hingga 15.00.

9. Amerika Serikat
Sekitar 40 persen sekolah memulai waktu sekolahnya antara pukul 08.00 dan 08.29

10. Rusia
Teach Starter melaporkan, para siswa di Rusia umumnya memulai sekolah sejak pukul 08.00 hingga 13.00 atau 14.00.

Baca artikel selengkapnya berjudul 'Siswa SMA di NTT Masuk Sekolah Jam 5 Subuh, Terpagi di Dunia!' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/CpWXZUYgOGI/,3148,208,0,93,106844,103300,0,0,0,3449,3.34
2023-03-03,64022ae12fccac339a172962,photo,"Berdasarkan data Suku Dinas Penanggulangan Kebakaran dan Penyelamatan (Sudin Gulkarmat) Jakarta Utara, setidaknya hingga pukul 23.12 WIB, korban meninggal tercatat telah mencapai 16 orang, di mana 14 orang dewasa dan 2 anak-anak.

Sementara 50 orang mengalami luka-luka, di mana 49 orang dewasa dan 1 anak.

Kepala Sudin Gulkamart Jakarta Utara Satriadi Gunawan, menyebut, 52 unit mobil pemadam kebakaran dan 260 orang petugas pemadam telah dikerahkan.

Dia mengatakan, kondisi terkini api sudah mulai berangsur padam.
-----
#kebakaranpelumpang #pelumpang #pipapertamina #pertamina #pipapertaminakebakaran",https://www.instagram.com/p/CpVXyx_OgqF/,3163,58,0,58,124083,116307,0,0,0,3279,2.82
2023-03-03,64021d9ebb720b48ad7ba340,photo,"Mengacu ulasan manajemen Pertamina, Depo Plumpang yang merupakan Objek Vital Nasional ini terbakar pada pukul 20.20 Waktu Indonesia Barat (WIB).

Sebagaimana diketahui, mengutip laman resmi Pertamina, Depo Plumpang meruoakan terminal BBM terpenting di Indonesia, lantaran Depo Plumpang menyuplai sekitar 20% kebutuhan BBM harian di Indonesia, atau ke sekitar 25% dari total kebutuhan SPBU Pertamina.

Depo Plumpang beroperasi mulai tahun 1974, yang memiliki kapasitas tangki timbun sebesar 291.889 Kiloliter.

Saat ini Depo Plumpang menyalurkan produk dengan varian yang sangat lengkap yaitu Premium, Bio Solar, Dex, Dexlite, Pertamax, Pertalite dan Pertamax Turbo, melalui Terminal Automation System (TAS) berkelas dunia yang biasa disebut New Gantry System ke kompartemen 249 unit mobil tangki.
-----
#kebakaran #pipapertamina #kebakaranpertamina",https://www.instagram.com/p/CpVSfWBjkIS/,5139,234,0,178,177223,167497,0,0,0,5551,3.31
2023-03-03,64020eb57226d37456077bc7,photo,"Pipa Pertamina di wilayah Koja dilaporkan mengalami kebakaran pada pukul 20.11 WIB tadi.

Informasi tersebut dibagikan akun Twitter resmi BPBD DKI Jakarta.

""Kebakaran Pipa Pertamina di Jl Tanah merah Bawah RT 12/RW 09 kelurahan Rawa Badak Selatan kecamatan Koja (Jakarta Utara),"" dikutip dari @/BPBD Jakarta, Jumat malam (3/3/2023).
----
#breakingnews #pipapertamina #pipa #pertamina",https://www.instagram.com/p/CpVHFYHOfEM/,1056,10,0,12,43003,41201,0,0,0,1078,2.62
2023-03-03,640200a821e886355404cbc2,photo,"Presiden ke-6 Republik Indonesia Susilo Bambang Yudhoyono (SBY) turut berkomentar perihal putusan Pengadilan Negeri Jakarta Pusat yang memerintahkan Komisi Pemilihan Umum menunda tahapan Pemilihan Umum 2024.

""Menyimak putusan Pengadilan Negeri Jakarta Pusat kemarin (tentang pemilu), rasanya ada yang aneh di negeri ini,"" ujar Presiden ke-6 Republik Indonesia Susilo Bambang Yudhoyono (SBY).

Menurut SBY, banyak pikiran dan hal yang keluar dari akal sehat.
----
#sby #kpu #pemilu #pemilhanumum2024",https://www.instagram.com/p/CpVE9vyLxGM/,3152,299,0,108,137634,134755,0,0,0,3559,2.64
2023-03-03,6401d67906a1057624446794,photo,"Sekitar 400 masyarakat Jepang yang lajang akan berkumpul di Nagakute, Jepang Tengah untuk berpartisipasi dalam acara perjodohan terbesar di Negeri Sakura tersebut.

Menurut survei yang yang dilakukan oleh prefektur pada 2018, sekitar 80% masyarakat Jepang berniat untuk menikah, tetapi sekitar 40% lainnya memilih untuk tetap melajang karena mereka belum bertemu dengan pasangan yang berpikiran sama.

Peserta akan diminta menyaksikan video untuk mempelajari percakapan dan tata krama yang bermanfaat sebelum dipisah menjadi kelompok-kelompok kecil untuk mencari calon pasangannya.

Prefektur Aichi mengeluarkan anggaran sebesar 9,77 juta Yen atau sekitar Rp1 miliar (asumsi kurs Rp111.75/Yen) untuk acara yang juga bertujuan mencegah resesi seks ini.

Perdana Menteri Jepang, Fumio Kishida mengatakan bahwa pemerintah akan melakukan sejumlah langkah untuk mengatasi masalah turunnya angka kelahiran di negaranya, mulai dari sosialisasi mengenai pentingnya membangun keluarga, menambah layanan penitipan anak, hingga mendorong work-life balance. Namun, yang paling tak biasa, pemerintah juga menyediakan layanan perjodohan untuk warganya.

Baca artikel selengkapnya berjudul 'Resesi Seks Mengancam, Jepang Bikin Acara Perjodohan Akbar' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/CpUwdrAyE2H/,9095,361,0,391,285268,269640,0,0,0,9847,3.65
2023-03-03,6401c87bc80bf8118472c22e,carousel,"Khusus pembaca CNBC Indonesia.. Siapa yang hobinya kerja atau nugas dari cafe? Pasti berasa tuh boncosnya kalau tiap hari ngopi mulu, apalagi pas tanggal tua kaya gini

Tenang tenang, ada tips nih biar kamu tetep bisa ngopi fancy tapi dompet tetep aman. Caranya kamu cukup bayar kopi kamu pakai Allo Bank! Dengan minimal transkasi 100.000 kamu bisa dapat cashback up to 50.000, lho.

Tunggu apalagi? Gas langsung meluncur ke gerai The Coffee Bean terdekat kamu!

*Berlaku untuk Baskin-Robbins, The Coffee Bean & Tea Leaf, Wendys, Trans Studio, Trans Snow World, Transmart, Metro Department Store, dan semua merchant CT corp",https://www.instagram.com/p/CpUpf-nsI5u/,44,0,0,1,7101,5689,0,0,0,45,0.79
2023-03-03,6401aca3e962d10afe700d41,photo,"Direktorat Jenderal Bea dan Cukai (DJBC) Kementerian Keuangan telah mencopot resmi mencopot Eko Darmanto (ED) dari jabatannya sebagai Kepala Kantor Bea Cukai Yogyakarta.

Pencopotan telah didasari pemeriksaan terhadap perbuatan pamer hartanya. Pemeriksaan lebih lanjut terkait hal tersebut akan dilakukan oleh Inspektorat Jenderal (Itjen) Kementerian Keuangan.

Eko Darmanto (ED) tengah dimintai klarifikasi terkait harta kekayaannya oleh Kementerian Keuangan (Kemenkeu) dan selanjutnya oleh Komisi Pemberantasan Korupsi sejak pertengahan pekan ini.

Berdasarkan Laporan LHKPN terakhirnya, Eko tercatat memiliki harta kekayaan mencapai Rp 6,72 miliar. Eko memiliki 2 aset tanah dan bangunan dengan total nilai mencapai Rp 51,93 miliar yang berada di Kab./Kota Malang, dan Kab./Kota Jakarta Utara.

Kemudian 9 unit mobil dengan total nilai mencapai Rp 2,9 miliar. Antara lain BMW Sedan, Mercedes Benz Sedan, Jeep Willys, Chevrolet Bell Air, Fortuner, Mazda 2, Dodge Fargo, Chevrolet Apache, dan Ford Bronco. Harta bergerak lainnya senilai Rp 100,7 juta, tidak memiliki surat berharga, hingga kas dan setara kas Rp 238,9 juta.

""Terkait foto pamer yang bersangkutan telah mengakui kesalahannya dan janji memperbaiki,"" tegas Wakil Menteri Keuangan Suahasil. Sementara moge, Suahasil menambahkan bahwa itu adalah pinjaman.

Baca artikel selengkapnya berjudul 'Pejabat Bea Cukai Eko Darmanto Dicopot, Ini Harta Kekayaannya' hanya di cnbcindonesia.com

--",https://www.instagram.com/p/CpUb34Dr1A6/,2019,107,0,67,110825,106280,0,0,0,2193,2.06
2023-03-03,640182175c5d1e51a554ba3e,carousel,"Sebuah studi yang dipublikasikan di jurnal medis JAMA mengungkap bahwa pekerja paruh baya yang cenderung mendapatkan gaji rendah memiliki risiko kematian yang lebih tinggi.

Wah, emang ya UUD (ujung-ujungnya duit).. Apa kabar gaji pekerja RI ya? 

#gaji",https://www.instagram.com/p/CpUHN8kPMtL/,3188,76,0,362,122952,111062,0,0,0,3626,3.26
2023-03-03,640165e22b8f190ee4382953,photo,"Pemerintah bakal membahas nasib impor KRL bekas dari Jepang hari ini. 

Menteri Perindustrian Agus Gumiwang Kartasasmita mengungkapkan polemik ini akan diselesaikan pada rapat yang digelar di Kantor Kementerian Koordinator Bidang Maritim dan Investasi. Bakal hadir Menko Maritim dan Investasi Luhut Binsar Pandjaitan.

Agus juga mengaku telah mendengar masukan dari berbagai pihak misalnya pengamat transportasi.

Impor kereta bekas Jepang masih menjadi polemik antara pemangku kepentingan, yakni antara Kementerian Perhubungan dan Kementerian Perindustrian. Kemenperin meminta agar mendahulukan produksi dalam negeri, yakni dari PT Industri Kereta Api (Persero) atau INKA. 

Sedangkan Kemenhub mendorong adanya impor kereta karena terdesaknya kebutuhan untuk menggantikan kereta yang sudah usang.

—
Baca artikel berita lengkapnya di Insta Stories kita. Terus kunjungi www.cnbcindonesia.com dan download applikasi CNBC Indonesia untuk berita ekonomi dan analisis mendalam lainnya.

#imporkrl #kereta #jepang",https://www.instagram.com/p/CpT0SCsvnBP/,1141,153,0,40,58846,58751,0,0,0,1334,2.27
2023-03-03,64013c6ba7e24e63126e9b78,photo,"Pemerintah Indonesia tak gentar menerapkan kebijakan larangan ekspor bijih bauksit pada tahun ini. Sekalipun ada potensi gugatan dari China di WTO.

Sebagaimana diketahui sebelumnya, Presiden RI Joko Widodo (Jokowi) dan Menteri BUMN Erick Thohir kompak menyatakan bahwa 90% ekspor bijih bauksit ke China. 

Sehingga, larangan ekspor bijih bauksit ini tentunya akan merugikan pihak China.

Namun demikian, sejauh ini Kementerian Perdagangan belum mendapatkan info pasti apakah China berniat menggugat RI terkait kebijakan larangan ekspor bijih bauksit. 

Yang pasti, pihaknya siap apabila negara tersebut keberatan dengan kebijakan yang dilakukan pemerintah Indonesia.

Kenapa sih ekspor bauksit distop?  Baca ""China Tak Terima? Jokowi Siap 'Perang' di WTO"" selengkapnya di cnbcindonesia.com 
---
#eksporbauksit #stopeksporbauksit #china #wto",https://www.instagram.com/p/CpTk2YoL0fJ/,3618,182,0,133,122763,116157,0,0,0,3933,3.39
2023-03-02,6400af26e962d10afe6f4f50,photo,"Presiden Joko Widodo meminta agar jajaran Ditjen Pajak, Bea Cukai, Kepolisian dan TNI, serta aparat hukum yang lain berhati-hati dalam melaksanakan tugas pelayanan publik dan tidak jumawa dalam kehidupan sehari-hari.

Baca pesan Jokowi mengenai ""Jokowi Minta Pajak, Bea Cukai, TNI & Polri, Benahi Organisasi"" selengkapnya di cnbcindonesia.com
---
#presidenjokowi #jokowi #djp #dijenpajak #pajak #aparat",https://www.instagram.com/p/CpSgMEUp2SL/,1277,87,0,36,55704,55045,0,0,0,1400,2.54
2023-03-02,640084ff08996763f16c96e8,photo,"Pemerintah Rusia memberikan sesuatu bagi Warga Negara Indonesia (WNI). Hal ini dikabarkan oleh media milik pemerintah itu, Russia Beyond, dikutip Kamis (2/3/2023).

Hadiah ini sendiri berbentuk visa selama enam bulan bagi para WNI yang ingin berkunjung ke Rusia. 

Visa dengan durasi panjang ini dapat diberikan jika WNI menunjukan bukti akomodasi selama berada di Negeri Beruang Putih.

Selain Indonesia, Perdana Menteri (PM) Rusia Mikhail Mishutin juga menyetujui pemberian visa enam bulan ini ke beberapa negara yang tersebar dari Benua Amerika, Timur Tengah, hingga negara Asia lainnya.

""Daftar yang disetujui oleh Perdana Menteri Mikhail Mishustin tersebut mencakup Bahrain, Brunei Darussalam, India, Indonesia, Iran, Kamboja, Tiongkok, Korea Utara, Kuwait, Laos, Malaysia, Meksiko, Myanmar, Oman, Arab Saudi, Serbia, Thailand, Turki dan Filipina,"" tulis keterangan resmi itu.

Pemberian visa panjang ini terjadi saat Rusia sedang menghadapi perundungan dari negara-negara Barat dengan sanksi dan kebijakan isolasi lainnya. 

Baca berita lainnya di cnbcindonesia.com

#rusia #visa #indonesia",https://www.instagram.com/p/CpSLn33r0jd/,8626,315,0,464,270144,259405,0,0,0,9405,3.63
2023-03-02,640076eed3f09f47ae44073a,carousel,"Berkiprah selama 10 tahun di Mobile World Congress, OPPO selalu suguhkan perangkat & teknologi masa depan. 

Kini, OPPO menghadirkan berbagai terobosan teknologi seperti OPPO Air Glass 2 yang merupakan kacamata pintar Assisted Reality generasi terbaru.

Chipset kedua OPPO dari hasil pengembangan mandiri Marisilicon Y, sebuah perangkat pemantauan kesehatan OHealth H1

Dan juga smartphone lipat unggulan OPPO Find N2 Flip yang hadir di MWC 2023.

#OPPOIndonesia #OPPOFindN2Flip #mwc2023",https://www.instagram.com/p/CpSEzSbs0nW/,671,9,0,29,47720,42628,0,0,0,709,1.66
2023-03-02,64005b72d3f09f47ae4406ac,carousel,"Dalam perankingannya Lowy Institute mengelompokan pengaruh terkuat ini berdasarkan beberapa indikator diantaranya, kemampuan militernya, ekonomi negara tersebut, SDA, pengaruh budaya, hubungan diplomatik serta ketahanan sebuah negara tersebut.

Dalam daftar tersebut sudah tak diragukan lagi 2 negara super power memimpin daftarnya, AS dan China menjadi negara paling berpengaruh di Asia

#newsdata #amerikaserikat #china",https://www.instagram.com/p/CpR3D-6L4_t/,1171,30,0,81,53768,46146,0,0,0,1282,2.78
2023-03-02,640030926026d3176b4ff332,photo,"Komisi Pemberantasan Korupsi (KPK) melaporkan pejabat Direktorat Jenderal Pajak (DJP) Rafael Alun Trisambodo memiliki saham di 6 perusahaan.

Deputi Pencegahan Korupsi Komisi Pemberantasan Korupsi (KPK) Pahala Nainggolan, menuturkan bahwa kepemilikan saham 6 perusahaan tersebut tercantum dalam laporan harta kekayaan penyelenggara negara (LHKPN) dengan kategori surat berharga.

""Kalau tidak salah 6 perusahaan. Itu nilainya sekitar Rp1,5 miliar, baik yang dimiliki oleh yang bersangkutan, istri, anak atau yang lain,"" papar Pahala dalam konferensi pers, dikutip Kamis (3/2/2023).

Namun, KPK tidak memberikan rincian jelas mengenai enam perusahaan tersebut. 

Pahala menuturkan bahwa sebesar apapun nilai perusahaan tersebut, KPK hanya memiliki data jumlah dan nilai saham.

""Itu cerita perusahaannya besar tapi tidak terefleksi,"" katanya.

Dari enam perusahaan, dua di antaranya terletak di Minahasa Utara dan berada atas nama sang istri.

Ikuti perkembangan beritanya hanya di cnbcindonesia.com

#rafaelaluntrisambodo #kpk",https://www.instagram.com/p/CpRidMDvcwM/,1495,61,0,54,88075,87582,0,0,0,1610,1.84
2023-03-02,64002362e9488a3e942f0bee,carousel,"Sebagai ungkapan rasa syukur atas hari jadinya yang ke 13, sekaligus bentuk apresiasi kepada para stakeholders, PT PII menggelar acara bertajuk INFINITY (Innovative Financing in Unity) di Aula Mezzanine, Kementerian Keuangan RI pada Rabu (1/3).

Dalam acara ini, Menteri Keuangan, Menteri PUPR dan Menteri Perhubungan melakukan dialog panel dengan tema kolaborasi ekosistem Innovative Financing. Dalam dialog tersebut disampaikan berbagai lesson learned dari pembangunan infrastruktur yang pembiayaannya tidak cukup hanya dari APBN, sehingga kolaborasi melalui inovasi dalam pembiayaan infrastruktur sangat dibutuhkan dalam pembangunan infrastruktur berkelanjutan.
 
Selain itu, di dalam acara tersebut juga dilaksanakan launching PPP Smart Hub sebagai platform Small Scale KPBU, launching Community of Practice, Seremoni Kesepakatan Bersama dengan @bei dan penganugerahan berbagai apresiasi terhadap para stakeholders baik PJPK, BUP, Lenders, hingga Mitra Institusi Pendidikan. 

Di dalam sambutannya, Direktur Utama PT PII mengucapkan rasa terima kasih atas dukungan para stakeholders sejak PT PII berdiri hingga saat ini, khususnya dukungan dari @kemenkeuri di mana PT PII telah mendapatkan PMN sebesar Rp 10,655 T yang telah digunakan untuk mendukung 48 proyek dengan nilai investasi sebesar Rp497 T dan diproyeksikan dapat berkontribusi untuk meningkatkan perekonomian nasional selama masa konsesinya yang berkisar antara 15 – 30 tahun sebesar lebih dari Rp. 1.100 T untuk berbagai macam sektor.",https://www.instagram.com/p/CpRbhZzJnxC/,83,1,0,3,7218,5868,0,0,0,87,1.48
2023-03-02,64000656423f1505345256d5,photo,"Wakil Menteri Keuangan Suahasil Nazara menegaskan bahwa Kementerian Keuangan (Kemenkeu) menolak pengunduran diri Rafael Alun Trisambodo (RAT) sebagai Aparatur Sipil Negara (ASN).

Suahasil mengungkapkan penolakan ini dikarenakan Rafael masih dalam pemeriksaan. Sehingga pengunduran diri tidak bisa diterima hingga pemeriksaan selesai.

""Pegawai yang dalam proses pemeriksaan tidak dapat mengundurkan diri,"" tegas Suahasil dalam konferensi pers terkait tindak lanjut penyelidikan terhadap RAT, dikutip Kamis (2/3/2023).

Adapun, dasar hukum penolakan ini adalah Peraturan Badan Kepegawaian Negara Nomor 3 Tahun 2020. 

Dalam aturan tersebut, PNS yang mengajukan pengunduran diri saat sedang dalam pemeriksaan pejabat yang berwenang arena pelanggaran disiplin dapat ditolak pengunduran dirinya.

Baca berita menarik lainnya di cnbcindonesia.com

#kemenkeu #pajak #asn",https://www.instagram.com/p/CpRN1Xhp5Ci/,1371,32,0,43,73673,72449,0,0,0,1446,2.0
2023-03-02,63ffead14e9ec307a3429726,photo,"Kuasa Hukum Susi Air, Donal Fariz mengatakan sampai dengan sejauh ini pihaknya tidak tahu jumlah uang maupun negosiasi yang diminta pihak OPM untuk membebaskan Pilot Susi Air Captain Philip Mark Mehrtens. Sebab, negosiasi dilakukan oleh otoritas atau dalam hal ini pemerintah.

Sementara untuk perkembangannya, kata dia, seluruh informasi tidak didapatkan karena kondisi penyanderaan sehingga langkah-langkah spesifik tidak bisa terungkap kepada masyarakat.

Namun satu hal yang pasti, lanjutnya, kelompok penyandera tidak mencoba atau melakukan komunikasi apapun kepada pihak Susi Air.
-----
#OPM #susiair #pilotsusiair #pesawatsusiair",https://www.instagram.com/p/CpRAGw5Mo9M/,2589,61,0,54,112439,108528,0,0,0,2704,2.49
2023-03-01,63ff7ad127d6304de11d061a,photo,"Jangan ragu-ragu untuk kirimkan pertanyaan kepada redaksi CNBC Indonesia untuk kami bantu tanyakan kepada salah satu pakar hukum di Indonesia.

Pertanyaannya dari sobat CNBC Indonesia akan kami kumpulkan & tanyakan langsung di sesi diskusi segmen Legal Money.

Segmen Legal Money adalah segmen khusus di Program Power Lunch yang fokus mengulas permasalahan hukum yang terkait industri keuangan dan sektor lainnya.

Segmen khusus ini juga diharapkan dapat menjadi medium edukasi agar masyarakat dapat memahami trik menghadapi masalah atau sengketa hukum, baik pidana dan juga perdata.

Jadi jangan lupa saksikan Legal Money yah sobat CNBC Indonesia! Kami hadir untuk
kalian melalui:

Live streaming di cnbcindonesia.com, Siaran TV digital (Jabodetabek, Channel FTA 40)
Dan di saluran TV kabel Transvision
--",https://www.instagram.com/p/CpQFu_WuzWH/,64,8,0,3,7704,7229,0,0,0,75,1.04
2023-03-01,63ff6bb9967713128d3a8a23,reels,"Hai, Sobat Cuan..

Tau kan berita yang mendadak rame soal Kepala Bagian Umum di Direktorat Jenderal Pajak Kementerian Keuangan, Rafael Alun Trisambodo yang di copot dari jabatannya, gara-gara ulah anaknya yang sudah jadi tersangka penganiayaan dan pamer gaya hidup mewah di media sosial. 

Bahkan, Rafael Alun Trisambodo juga diketahui memiliki harta kekayaan mencapai Rp 56,1 Miliar. Nah, dari sini akhirnya turut berdampak pada PNS Ditjen Pajak lainnya yang diminta untuk ikut mengungkap harta yang dimiliki, hingga ditutupnya komunitas moge Belasting Rijder, yang anggotanya adalah para pejabat dan pegawai Direktorat Jenderal Pajak. 

Jadi penasaran gak sih? Sebenernya berapa ya penghasilan para pegawai pajak di Indonesia? Apa bener, pegawai pajak hidupnya “enak”? Langsung ajak yuk dengerin KONEKS (Konten Ekonomi Seksi), barengan sama Maria Katarina, Maesaroh selaku Economist CNBC Indonesia dan Aulia Akbar selaku Financial Expert CNBC Indonesia.

Sobat Cuan, jangan lupa ya untuk follow IG @cuap_cuan, dan juga subscribe youtube channel Cuap Cuap Cuan, kemudian di like, comment dan share ya. Salam cuan!

—",https://www.instagram.com/reel/CpQDJWxpEjj/,84,4,0,2,0,5916,0,6103,0,90,1.52
2023-03-01,63ff5daf1a7fa841ac0e32f0,photo,"Pembuat kendaraan listrik, Tesla Inc, akan membuka kantornya di Malaysia. Hal ini terungkap dalam cuitan Menteri Perdagangan Internasional dan Industri Malaysia, Tengku Zafrul Aziz di akun Twitternya @tzafrul_aziz, Rabu (1/3/2023).

Bukan hanya itu Malaysia jaga akan mengizinkan Tesla mengimpor kendaraan listrik (EV) ke Negeri Jiran. Termasuk membuka showroom, pusat servis dan jaringan ""supercharger"".

""Malaysia welcomes @Tesla,"" cuit Zafrul dilihat CNBC Indonesia.

""@MITIMAlaysia (kementerian) telah menyetujui aplikasi Tesla untuk mengimpor BEV ke Malaysia,"" tambahnya.

Kehadiran Tesla di Malaysia juga diharapkan dapat menciptakan lapangan kerja terampil. Termasuk meningkatkan partisipasi perusahaan lokal dalam ekosistem Tesla.

Kapan Tesla hadir di Malaysia? 

Baca artikel lengkapnya berjudul 'Bukan RI, Tesla Buka Kantor Malaysia' hanya di cnbcindonesia.com

#tesla",https://www.instagram.com/p/CpP7Ye9SUsf/,3426,288,0,114,123517,121500,0,0,0,3828,3.15
